nickname,llm_name,primary_metaphor,tell_mechanism,his_language,her_experience,what_expert_notices,signal_strength,scope,citation
Manipulative Morgan,Primary Psychopath,,affect mismatch (flat narration of own trauma),Yeah that whole thing with my family was pretty bad. It is what it is. You ready to order?,,"His own painful history narrated in an even voice with a material pivot. Hancock: content/affect mismatch + physiological focus, his-side.",clear leak,snippet,Hancock 2013
Manipulative Morgan,Primary Psychopath,,"affect mismatch (flat narration, residue)",,"He talks about genuinely awful things from his past in this totally even voice, like he's reading the news. No anger, no hurt, nothing. I keep waiting for the feeling to show up.",Residue: she names the flatness as eerie absence ('waiting for the feeling') without diagnosing it.,clear leak,pattern,Hancock 2013; Gagne 2024
Manipulative Morgan,Primary Psychopath,Vulnerability-as-Performance,learned-emotion seam (delayed/recited beat),,"There's this tiny pause before he reacts to things, like he's checking what the right response would be, and then he does it perfectly.",The calculation made visible: a half-beat delay while the felt response that should be automatic is selected instead. The 'perfectly' is the seam.,clear leak,pattern,Gagne 2024
Manipulative Morgan,Primary Psychopath,,affect mismatch (wrong-direction affect),,"When I told him about the health scare he got this look that almost seemed like interest, then caught himself and looked concerned. It was so fast I figured I imagined it.","Wrong-direction affect: interest where alarm belongs, corrected a beat late. 'Figured I imagined it' = talked out of it. Very psychopath-specific.",clear leak,snippet,Gagne 2024; Hancock 2013
Manipulative Morgan,Primary Psychopath,,"affect mismatch (unmoved in crisis, residue)",,"Something went really wrong on our trip and I was a wreck, and he handled it without a flicker, almost like it was interesting to him more than stressful. Everyone said how lucky I was to have someone so steady.","Poverty of fear + affect: crisis as mildly interesting rather than frightening. Reframed by her and others as enviable steadiness. Magnetic surface, absent-response seam.",faint leak,pattern,Hare PCL-R; Gagne 2024
Manipulative Morgan,Primary Psychopath,,extreme confidence (magnetic),I don't really get nervous. I just know how things are going to go.,,"Total unshakeable certainty. Magnetic early; the seam is it's TOO complete, no normal flicker of doubt anyone would have. Low-fear profile.",cover,snippet,"Hare PCL-R (low fear); Gottman/Jacobson 1998 [clinical typology, contested]"
Manipulative Morgan,Primary Psychopath,,extreme confidence (magnetic),"I never worry about being late, being judged, any of that. It just doesn't get to me.",,Serene disregard for the social anxieties that touch everyone. Reads as enviable ease; the absence of any nervousness is the tell.,cover,snippet,Hare PCL-R (low fear)
Manipulative Morgan,Primary Psychopath,,"cold non-neediness / dare (magnetic, contempt underneath)","I don't do jealousy and I don't chase. If someone wants to go, they go.",,Reads as refreshing security after needy exes. Underneath is cold non-attachment / a dare (Cobra taunt). Early it's purely attractive; contempt invisible.,cover,snippet,Gottman/Jacobson 1998 [contested]; Attachment 1
Manipulative Morgan,Primary Psychopath,,instrumental calm framed as maturity,I never lose my head. Getting emotional about things doesn't solve anything.,,Composure presented as maturity. The flat interior (poverty of affect/fear) dressed as admirable steadiness. Magnetic; the seam is the totality.,cover,snippet,Hancock 2013; Hare PCL-R
Manipulative Morgan,Primary Psychopath,,"extreme confidence (residue, magnetic)",,"His confidence is honestly the most attractive thing about him. Nothing seems to scare him or rattle him, and being around that makes me feel like everything's handled.","PURE enchantment, no suspicion. The fearlessness experienced as safety and magnetism. This is WHY she falls and stays. Cover that makes the danger believable.",cover,snippet,Hare PCL-R (low fear)
Manipulative Morgan,Primary Psychopath,,"fearless-in-crisis (residue, magnetic + faint seam)",,"Some guy got aggressive with us at a bar and I expected him to tense up like I did, but he actually got calmer, almost still. I felt safer with him, but it was also kind of strange how unbothered he was.","Cobra heart-rate-drop humanized: calmer as threat rises, in a NON-relational moment (no anger at her). Reads as protective strength; the 'strange' is the faint seam she dismisses.",faint leak,snippet,Gottman/Jacobson 1998 [contested]; Hare PCL-R
Manipulative Morgan,Primary Psychopath,,"cold flash (glimpse, doubted)",,"There was one second where something passed over his face that I can't really describe, and then it was gone and he was laughing again. I'm sure it was nothing.","Glimpse-level only, no incident. A flicker of the cold interior, instantly repaired and doubted ('sure it was nothing'). Early-stage safe: nothing has happened she can narrate.",faint leak,snippet,Gottman/Jacobson 1998 [contested]
Manipulative Morgan,Primary Psychopath,Self-as-Observer-from-Outside,"appraising look (glimpse, doubted)",,"Sometimes I catch him looking at me with this cool, almost evaluating expression, just for a beat, before the warm look comes back.","The instrumental gaze glimpsed: appraisal before warmth. Ties to observer cluster. A beat, not an event. She notes without naming.",faint leak,snippet,Gagne 2024; FIA: Self-as-Observer
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,constant-communication love-bomb,Morning. What's your day looking like?,,"Pure presence, totally normal. Establishes the daily-contact baseline that later becomes an expectation. No tell in words; the tell is it's the first thread of a tether.",cover,snippet,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,constant-communication love-bomb,Just thinking about you. Send me a pic of where you're at.,,"Warm/flattering surface. Faint behavior-steering: normalizes reporting her location as romance, not monitoring. Glossable as 'he's so into me'.",faint leak,snippet,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,constant-communication love-bomb / fear-seeding / mood-management,You went quiet on me earlier. Everything okay?,,Sounds caring. Installs the expectation of responsiveness: a gap now requires explanation. Seeds the first carefulness about reply speed. Up-position: her silence is now a thing she accounts for to him.,faint leak,snippet,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,respect-as-compliance / up-position framing,"I'm a simple guy. If I text someone I care about, I just like to hear back. That's all respect really is to me.",,Unarguable on its face (who's against respect?). Up-position: HE defines respectful responsiveness as the standard. Behavior-steering: she now monitors reply speed. Bancroft: her autonomy recoded as a respect issue. Young: Conditional Decency.,clear leak,snippet,"Bancroft (entitlement/ownership/control); Young, Burn the Haystack"
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,respect-as-compliance / up-position framing,"It's not about checking up on you. It's about respect. You respect someone, you don't leave them wondering.",,Disavows control while asserting it ('not checking up') — the denial is the tell. Recodes her ordinary unavailability as disrespect. Up-position: he sets the rule and frames it as a universal value.,clear leak,snippet,"Bancroft (entitlement/ownership/control); Young, Burn the Haystack"
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,respect-as-compliance / up-position framing,I always get back to you right away. I just ask for the same.,,"Fake symmetry: sounds fair, but he authored the rule and enforces it from the up-position. The 'I just ask' makes a standing demand sound modest.",faint leak,snippet,"Young, Burn the Haystack"
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,constant-communication love-bomb (residue),,"He's so present. Texts me good morning every day, wants to know about my day. After guys who'd disappear for hours, having someone this attentive feels amazing.",Pure enchantment. The asymmetry/expectation invisible. Glossable as devotion; this is why she leans in.,cover,snippet,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,"respect-as-compliance (residue, behavior-modification)",,I've started keeping my phone on me and replying quicker. I just don't want him to feel like I'm ignoring him or that I don't care.,"The behavior-modification, framed as her consideration. She's reorganizing around his expected contact. The trap closing, fully glossable.",faint leak,pattern,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,"respect-as-compliance / fear-seeding / mood-management (residue, internalized + mood-reading)",,"He's big on respect, and honestly he's right that leaving someone on read is kind of rude. So I've gotten better about replying quickly, I don't like the idea of him thinking I don't care.","STRONGEST tell: she's internalized his standard as her own moral growth ('he's right'), AND she's reading his moods ('never totally sure when... that quiet tone') — unpredictable, so she over-corrects. Fear-seeding + up-position fully installed. She calls it self-improvement. Distinguishes from Devin (nameable rule) by the mood-reading uncertainty.",faint leak,pattern,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,up-position framing,"I'm just a really passionate man. When I care about someone, I care all the way.",,Lovely surface. Up-position: defines his intensity as a fixed admirable trait SHE accommodates ('that's just how I am'). Pre-frames future possessiveness as passion.,cover,snippet,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,up-position framing,"I'll be honest, I'm a jealous guy. It's only because I'm so crazy about you.",,"Confesses possessiveness as a charming flaw rooted in love. Behavior-steering: invites her to accept/manage his jealousy as the price of being loved this hard. Up-position: this is who I am, you adjust.",faint leak,snippet,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,up-position framing,"I love hard and I expect a lot, I won't apologize for that. Most people can't handle it.",,Up-position + strong/weak: high expectations framed as depth most people are too weak for. Recruits her to prove she's not 'most people' by meeting them.,faint leak,snippet,Bancroft (entitlement/ownership/control); Gottman Pit Bull [contested]
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,up-position framing (residue),,"He's the most passionate person I've ever been with. It's intense, way more than my exes, but I'd take that over someone who doesn't care at all.","Enchantment: intensity chosen over indifference. The 'expects a lot' accepted as the cost of passion. She's already accommodating, framed as preference.",cover,snippet,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,protector frame / behavior-steering (benevolent frame),I just want to make sure you're safe. Text me when you get in?,,"Warm, normal, friend-test passes easily. Behavior-steering: installs the check-in. Up-position: his peace of mind sets her routine. Protection framed; threat is the world, never him.",cover,snippet,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,protector frame,I'd never let anyone treat you the way your ex did. You're with a different kind of man now.,,Positions himself as protector against other men + asserts the up-position ('different kind of man'). Recruits her past to elevate himself. Glossable as reassuring.,faint leak,snippet,"Bancroft (entitlement/ownership/control); Young, Burn the Haystack"
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,"protector frame (residue, fear-of-others)",,"He's really protective. He worries about me out on my own, wants me to check in. After feeling like nobody had my back, it's honestly a relief to feel looked after.",Enchantment: protection as relief. The dependence/monitoring invisible. The 'check in' she now does is behavior-modification she calls feeling cared for.,cover,snippet,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,strong/weak story,Some guy at work figured he could talk down to me. He figured out pretty quick that doesn't fly with me.,,Conflict aimed OUTWARD (not at her) = early-safe. Strong/weak frame: disrespect met with putting-in-place. Previews the unpredictable temper and the respect-engine. Not admiration (vs Evan).,faint leak,snippet,Bancroft (entitlement/ownership/control); Gottman Pit Bull [contested]
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,strong/weak story,"My ex was honestly a lot, completely impossible at the end. I'm just done being taken for granted by people I'd do anything for.",,Ex-as-villain + non-accountability + the victim frame. Previews how he'll narrate her. 'Do anything for' sets up future debt.,faint leak,snippet,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,strong/weak story,"I don't let people walk over me. Where I'm from, a man handles his business.",,"Strong/weak masculinity: manhood = not being subordinated. Strength/respect, not status. Reads as self-respect; the rigidity is the tell.",faint leak,snippet,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,strong/weak story / fear-seeding / mood-management (residue),,"He's had a lot of conflict with people, but when he explains it they really did wrong him. He won't be disrespected, which I respect. I have noticed I'm a little careful not to be one of the people who lets him down.","Believes his side (the hook), AND the fear-seed surfaces: she's 'a little careful not to let him down' — already self-positioning to avoid his disfavor. The conflict trail teaches her the stakes. Distinguishes from Devin: it's mood/disfavor (unpredictable), not a rule.",faint leak,pattern,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,up-position framing (residue),,"He's so decisive, he just takes charge and handles everything. It's a relief after dating guys who couldn't make a decision.",Dominance experienced as welcome competence. Her decision-making quietly ceding; reframed as his strength. Cover that makes it work.,cover,snippet,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,up-position framing,"Don't worry about the bill, I've got it. I take care of my person, that's just how I am.",,"Provider-frame: generosity as the up-position ('I take care of', 'my person'). Minor for Marley (gifts lean Evan/display); here it's about HIS role as provider/leader, not showing off. Seeds debt.",faint leak,snippet,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,fear-seeding / mood-management,"(a beat where his tone goes flat and cool, then warm again) Sorry. I just hate the idea of losing you, you know how I am.",,"Glimpse-level only, NO incident. The cool flat beat (unpredictable) instantly repaired with love-language. Teaches her there's a line and she's not sure where it is = the fear-seed. Repair = love-as-reset.",faint leak,snippet,Bancroft (entitlement/ownership/control); Gottman Pit Bull [contested]
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,fear-seeding / mood-management (residue),,"For a second his whole energy shifted and it caught me off guard, then he was sweet again right away. I felt silly for even reacting. He just feels things really strongly.","The flash startles, is repaired, doubted ('felt silly'), reframed as strong feeling. No narratable incident = early-safe. The 'caught off guard' is the unpredictability that seeds vigilance.",faint leak,snippet,Gottman Pit Bull [contested]
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,polite directive (command-as-courtesy),I'll drive you. I don't love the idea of you out on your own that late.,,Directive about her movement costumed as protection. Imperative ('I'll drive you') softened by courtesy + concern. Layperson: chivalrous; expert: control of where she goes.,faint leak,snippet,Bancroft (entitlement/control); FIA dimensional Control/Isolation
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,polite directive (command-as-courtesy),"Text me when you get there so I know you're safe, okay?",,Surveillance framed as care. The 'okay?' makes a monitoring requirement sound like a request. Establishes check-in expectation early.,faint leak,snippet,Bancroft (entitlement/control); FIA dimensional Control/Isolation
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,polite directive (command-as-courtesy),"Let me come with you, I don't like you dealing with that kind of thing alone.",,"Isolation-via-accompaniment: he attaches himself to her independent activities, framed as support. Erodes solo space.",faint leak,snippet,Bancroft (entitlement/control); FIA dimensional Control/Isolation
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,polite directive (command-as-courtesy),Just let me handle it. You shouldn't have to deal with people like that.,,"Takes over her business framed as sparing her. Centralizes agency in him, courteously.",faint leak,snippet,Bancroft (entitlement/control); FIA dimensional Control/Isolation
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,polite directive (command-as-courtesy),"Why don't you call your friend tomorrow instead, stay in with me tonight. I've barely had you to myself.",,"Directs her social time, wrapped in romantic wanting. Isolation10 as devotion. 'Had you to myself' = ownership language, gentle.",faint leak,snippet,Bancroft (entitlement/control); FIA dimensional Control/Isolation
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,polite directive (command-as-courtesy) (residue),,"He's always offering to drive me, come with me, handle things for me. It's honestly kind of nice after guys who couldn't be bothered. He just likes taking care of me.",Residue: the directives experienced as welcome care. The pattern (he inserts himself into everything) invisible; reframed as attentiveness.,faint leak,pattern,Bancroft
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,protector frame (ownership-as-care),I didn't love how that guy was looking at you. I'm pretty protective of the people I care about.,,"Jealousy as protection; 'what's mine' = ownership stated plainly but warmly. The threat is framed as other men, never him.",faint leak,snippet,Bancroft (ownership/possessiveness); FIA dimensional Isolation/Control
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,protector frame (ownership-as-care) (residue),,"He's so protective of me. After guys who didn't care at all, having someone who wants to keep me safe and look out for me feels amazing.",Pure enchantment. Protection experienced as relief and love. The control it smuggles is invisible. Possessiveness as devotion (Bancroft).,faint leak,snippet,Bancroft
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,protector frame (ownership-as-care) (residue),,He gets a bit funny about other guys but only because he cares so much. He says he just can't stand the idea of anyone disrespecting me.,Residue: possessive jealousy reframed as protective care; note 'disrespecting me' = his respect-frame already installed in her account. Excused.,faint leak,snippet,Bancroft
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,strong/weak story (respect/disrespect) (residue),,"He's had a lot of fallings-out with people, but honestly when he explains it they really did do him wrong. He just won't be disrespected, which I kind of admire.","Residue: she believes his side of every conflict, excuses the pattern, admires the 'strength'. Adopts his respect-frame. Never names the non-accountability.",faint leak,pattern,Bancroft
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,strong/weak story (respect/disrespect) (residue),,"He talks about his exes like they were all crazy. I feel kind of special, like I'm finally the one who gets him and treats him right.",Residue: ex-as-villain flatters her as the exception. The danger (she'll be reclassified) invisible. Feeling-the-exception is the trap closing.,faint leak,pattern,Bancroft
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,respect-as-compliance,"I give a lot in a relationship, I just hope for the same back.",,Frames compliance as fairness/reciprocity. 'How this works' asserts his rules as natural law. Respect = mutual submission to his authority.,faint leak,snippet,Bancroft (disagreement-as-disrespect); FIA dimensional Disrespect/Dominance
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,love-as-ownership,I'll admit I get a little jealous sometimes. It's only because I'm so into you.,,"Possessive jealousy as the measure of love. 'Can't stand the thought' = ownership; framed as the depth of his feeling. He likely means it (Intensity9), which disorients her.",faint leak,snippet,Bancroft (ownership/possessiveness); FIA dimensional Intensity/Control
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,love-as-ownership,"I don't really do lukewarm. When I'm in, I'm all in.",,"Redefines love as his intense possessive version, framed as superior to normal relationships. Recruits her into believing the intensity IS love.",faint leak,snippet,Bancroft (ownership/possessiveness); FIA dimensional Intensity/Control
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,love-as-ownership (residue),,"He loves me so intensely, more than anyone ever has. I don't want to do anything that would hurt him or make him feel like I don't love him back.",Residue: passionately loved + already self-policing to protect his feeling. The love-as-compliance trap experienced as devotion. Never names it.,faint leak,snippet,Bancroft; Intensity9
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,love-as-ownership (residue),,"He says I'm his and he's mine, that he's never felt this strongly about anyone. It's the most wanted I've ever felt.",Pure enchantment: ownership ('his and mine') experienced as being intensely wanted. The possession invisible under the intensity.,faint leak,snippet,Bancroft; Intensity9
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,take-charge real-man,"Don't worry about it, I've already taken care of it. I handle things.",,"Dominance10 as decisiveness. Reads as competence/strength after passive exes. Removes her from her own decisions, courteously.",cover,snippet,Bancroft (entitlement); FIA dimensional Dominance
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,take-charge real-man,"I made us a reservation, figured you'd rather not have to think about it.",,Takes over a shared decision framed as relieving her. Early it's attractive leadership; the not-consulting is the seam.,faint leak,snippet,Bancroft (entitlement); FIA dimensional Dominance
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,take-charge real-man,"A man should lead. I take that seriously, taking care of my woman.",,Traditional-masculinity framing of dominance. 'My woman' = ownership; 'lead' = his authority. Strong/weak (not admiration).,faint leak,snippet,Bancroft (entitlement); FIA dimensional Dominance
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,take-charge real-man (residue),,"He's so decisive and in control, he just handles everything. It's a relief honestly, I've always dated guys who couldn't make a decision.",Residue: dominance experienced as welcome competence and relief. The erosion of her decision-making invisible; reframed as his strength. Cover that makes it work.,cover,snippet,Bancroft
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,possessive jealousy (ownership),"I wouldn't call it jealous exactly, more protective. I just like looking after you.",,Reframes jealousy as protection + ownership in one line. 'Mine to look after' fuses the protector frame and possession. Denies the jealousy while displaying it.,faint leak,snippet,Bancroft (possessiveness); Gottman Pit Bull [contested]; FIA dimensional Control
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,possessive jealousy (ownership),"Saw that guy liked your photo. I won't lie, I noticed.",,"Early surveillance + control of her online space, possessive not panicked. Small and specific, easy to dismiss.",faint leak,snippet,Bancroft (possessiveness); Gottman Pit Bull [contested]; FIA dimensional Control
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,possessive jealousy (ownership) (residue),,"He gets jealous but it's not insecure-jealous, it's more like he's so sure of us that he just doesn't want to share me. At first it was flattering.","Residue: ownership-jealousy experienced as flattering certainty (NOT the Clinger's neediness, which she'd find off-putting). 'At first' hints at coming unease without naming it.",faint leak,pattern,Bancroft
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,fiery passion (disproportionate),"I've never wanted anyone the way I want you. It's almost too much, I can't think straight.",,"Intensity9 as passion. Magnetic ('never wanted anyone like this'); the 'almost too much' is the faint seam of disproportion. Heat, not coldness (vs Morgan).",cover,snippet,FIA dimensional Intensity/Dysregulation; Gottman Pit Bull [contested]
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,fiery passion (disproportionate) (residue),,"It's the most passionate thing I've ever felt. The highs are incredible, even if the lows are rough. I've never felt so alive with someone.",Pure enchantment: the volatility experienced as passion and aliveness. The 'lows are rough' noted but subordinated to the highs. The disproportion not yet alarming.,faint leak,snippet,FIA dimensional Intensity
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,fiery passion (disproportionate) (residue),,"He feels everything so intensely. Sometimes his reactions are bigger than I'd expect but it's because he cares so deeply, more than anyone has.",Residue: disproportion ('bigger than I'd expect') registered and immediately excused as depth of caring. The seam she talks herself past.,faint leak,snippet,FIA dimensional Intensity
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,disproportion seam (volatility latent),,"He got really intense over something small the other day, way more than it called for, and then it passed. I figured he was just stressed.","The disproportion seam: reaction too big for the trigger (Dysregulation8 + slight-as-disrespect). She attributes to stress, never to a pattern. Glimpse-level, no incident.",faint leak,pattern,FIA dimensional Dysregulation/Inconsistency; Gottman Pit Bull [contested]
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,disproportion seam (volatility latent),,"There are a few topics he feels strongly about, so I tend to steer around them. Everyone has their things, it's not a big deal.",Residue: she's begun walking on eggshells ('being careful') and minimizing it ('not a big deal'). The hypervigilance forming. Never names it as control/fear.,faint leak,pattern,FIA dimensional Dysregulation/Inconsistency; Gottman Pit Bull [contested]
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,walked-back flash (residue),,"For a second something flashed and it actually startled me, then he was sweet again and so loving, and I felt silly for reacting. He clearly just feels things strongly.","Residue: the flash startles her, is instantly repaired and doubted ('felt silly'), reframed as strong feeling. No incident she can narrate. Early-stage safe.",faint leak,snippet,Gottman Pit Bull [contested]
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,polite directive (command-as-courtesy),"Order whatever you want. Might go easy tonight though, we've got an early start.",,Permission-then-restriction: 'order whatever' immediately qualified. Controls her choice while sounding easygoing.,faint leak,snippet,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,polite directive (command-as-courtesy),You could skip that one and stay in with me. I've barely had you to myself lately.,,Discourages her independent social event by centering his comfort. Soft isolation.,faint leak,snippet,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,strong/weak story (respect/disrespect),My family doesn't get to talk to me however they want either. I cut my own brother off over it.,,Conflict trail extends to family; total non-accountability. Reads as standards; the scorched-earth pattern is the tell.,faint leak,snippet,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,love-as-ownership / respect-as-compliance,"I think when you're really with someone they kind of become your priority, you know?",,"Redefines commitment as isolation, framed as mutual priority. 'Before friends' is the isolating move dressed as devotion.",faint leak,snippet,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,love-as-ownership / respect-as-compliance,I'm a take-charge kind of guy. I like leading and looking after my person.,,Disavows control while asserting it. The denial itself is the tell. Control reframed as partnership.,faint leak,snippet,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,respect-as-compliance,I just like us to feel like a team when we're around my friends.,,"Her independent behavior recoded as making him 'look bad' (disrespect to his standing). Small, early, easy to concede.",faint leak,snippet,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,fiery passion (disproportionate),"I think about you every second. It's intense, I know, but that's what real feeling is.",,"Intensity as proof of love; pre-empts 'too intense' by defining intensity AS real feeling. Heat, magnetic early.",cover,snippet,FIA dimensional Intensity
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,her-experience residue,,I've started checking in with him before I make plans. It just feels like the considerate thing to do when someone cares about your time as much as he does.,"Compliance habit forming, minimized, with avoidance-of-his-reaction admitted. Eggshells. Never named.",faint leak,pattern,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,her-experience residue,,Everyone says how lucky I am to have someone so devoted and protective. I think they're right.,"Social reinforcement of the protector frame; control reads to everyone as devotion. Pure, no suspicion.",cover,snippet,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,her-experience residue,,"He can be a lot, but no one has ever loved me this hard. I'd rather have someone who feels everything than someone who feels nothing.",A lot' acknowledged then reframed as superior to indifference. She's chosen the intensity and rationalized the cost.,faint leak,snippet,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,her-experience residue,,When he tells me about the people who wronged him I really feel for him. He's been through a lot and people keep letting him down.,Believes his side of the conflict trail; the non-accountability invisible to her. Sympathy as the hook.,faint leak,pattern,Bancroft (entitlement/ownership/control)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,reacts-badly-to-no (behavioral),"Wow. Okay. I just thought you'd want to spend the time with me, but no, it's fine.",,"Charlot warning sign: reacts negatively when she says no. Early = wounded cooling/sulk, NOT rage. 'It's fine' (clearly not fine) makes her decline cost something. Behavioral (declining an activity), not intellectual.",faint leak,snippet,Charlot et al. 2025 (predictive warning sign); Bancroft (Water Torturer; entitlement)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,reacts-badly-to-no (behavioral),"Yeah, no, do your thing. I'll just be here.",,Passive-aggressive withdrawal in response to her 'no'. The chill is the consequence. Trains her that declining = managing his mood after.,faint leak,snippet,Charlot et al. 2025 (predictive warning sign)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,reacts-badly-to-no / fear-seeding (residue),,"When I said I couldn't make it he got really quiet, I could tell he was let down. I hate disappointing him, he just wants to spend time with me, so I try to make most things work now.","The chain of two Charlot predictors: he reacts badly to no, so she stops saying no ('feels she can't say no'). Behavioral compliance via mood-consequence. The early coercion engine, fully glossable.",faint leak,pattern,Charlot et al. 2025 (predictive warning sign)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,can't-say-no (residue),,"I've noticed I go along with what he wants most of the time. It's not that he makes me, I guess I just like making him happy.",Charlot top predictor: 'feels she can't say no'. Her autonomy quietly ceding; 'it's not that he makes me' is the disavowal that hides the coercion. Pure structural tell.,faint leak,pattern,Charlot et al. 2025 (predictive warning sign)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,authority-gaslighting (behavioral compliance),You're too worked up to think about this clearly right now. Let me handle it.,,"Reframes her emotion as unfitness to ACT/decide, then takes the decision (behavioral authority). Distinct from Avery (who'd say she's WRONG) and Morgan (clinical 'dysregulated'). Marley = his right to decide. Water Torturer calm.",clear leak,snippet,Bancroft (Water Torturer; entitlement); Charlot et al. 2025 (predictive warning sign)
Menacing Marley,Pit Bull / Terrorist (Volatile Possessive Controller),,authority-gaslighting (behavioral compliance),I'm staying calm here. One of us has to be the level-headed one.,,"Positions his calm as the authority to lead and her emotion as the problem. Bancroft Water Torturer: calm-as-weapon. Aimed at who decides/leads, not who's factually right.",faint leak,snippet,Bancroft (Water Torturer; entitlement)
