nickname,llm_name,primary_metaphor,tell_mechanism,his_language,her_experience,what_expert_notices,signal_strength,scope,citation,,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Vulnerability-as-Hook,elevation-hook,Maybe you're the first person who won't make me feel too much.,"I feel special and protective, though it quietly makes his comfort feel like my test.","ELEVATION / EXCEPTION HOOK: she is cast as the only one who truly sees him, his one good thing, his potential redemption, which recruits her as rescuer and makes leaving feel like a betrayal.",faint leak,snippet,elevation-hook,emotional-manipulation;guilt-obligation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Suffering-as-Currency,elevation-hook,"With you, I don't feel like I have to apologize for existing.","It sounds tender, and I feel afraid of becoming one more person who makes him shrink.","ELEVATION / EXCEPTION HOOK: she is cast as the only one who truly sees him, his one good thing, his potential redemption, which recruits her as rescuer and makes leaving feel like a betrayal.",faint leak,snippet,elevation-hook,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Emotional-State-as-Their-Responsibility,elevation-hook,You have this way of making my mess feel less shameful.,"I feel honored that I can soothe him, even though the weight of it arrives quickly.","ELEVATION / EXCEPTION HOOK: she is cast as the only one who truly sees him, his one good thing, his potential redemption, which recruits her as rescuer and makes leaving feel like a betrayal.",faint leak,snippet,elevation-hook,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Vulnerability-as-Hook,elevation-hook,I wasn't expecting someone like you to get someone like me.,"The compliment makes me lean in, like understanding him is something rare I can offer.","ELEVATION / EXCEPTION HOOK: she is cast as the only one who truly sees him, his one good thing, his potential redemption, which recruits her as rescuer and makes leaving feel like a betrayal.",cover,snippet,elevation-hook,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Suffering-as-Currency,elevation-hook,You make me believe my story could end differently.,"It feels romantic to be part of his healing, and I don't notice how much hope he places on me.","ELEVATION / EXCEPTION HOOK: she is cast as the only one who truly sees him, his one good thing, his potential redemption, which recruits her as rescuer and makes leaving feel like a betrayal.",faint leak,snippet,elevation-hook,emotional-manipulation;guilt-obligation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Accountability-as-Attack,ex-as-villain,"She used to say I was too sensitive, like caring was the problem.",I feel sorry for him and silently promise I won't punish him for having feelings.,"PRE-EMPTIVE VICTIM FRAMING OF EXES: past partners painted as cruel/crazy/cold, which makes him the wronged party AND quietly warns her what behavior gets a woman cast as the villain.",faint leak,snippet,ex-as-villain,emotional-manipulation;playing-victim;guilt-obligation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Story-as-Reshapeable-Terrain,ex-as-villain,My ex had this way of making every hurt somehow my fault.,"I want to be fairer than she was, so I start bracing myself not to sound critical.","PRE-EMPTIVE VICTIM FRAMING OF EXES: past partners painted as cruel/crazy/cold, which makes him the wronged party AND quietly warns her what behavior gets a woman cast as the villain.",faint leak,snippet,ex-as-villain,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Story-as-Reshapeable-Terrain,ex-as-villain,"She'd go cold for days, then act like I was dramatic for noticing.","His story makes me ache for him, and I want to prove warmth doesn't have to vanish.","PRE-EMPTIVE VICTIM FRAMING OF EXES: past partners painted as cruel/crazy/cold, which makes him the wronged party AND quietly warns her what behavior gets a woman cast as the villain.",cover,snippet,ex-as-villain,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Accountability-as-Attack,ex-as-villain,Apparently wanting basic kindness made me needy in her version of things.,"I feel protective of his tenderness, and I become careful not to make him feel needy.","PRE-EMPTIVE VICTIM FRAMING OF EXES: past partners painted as cruel/crazy/cold, which makes him the wronged party AND quietly warns her what behavior gets a woman cast as the villain.",faint leak,snippet,ex-as-villain,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Story-as-Reshapeable-Terrain,ex-as-villain,She was great at making me feel guilty for having feelings.,"I feel angry on his behalf, and I start worrying that my own needs might sound like hers.","PRE-EMPTIVE VICTIM FRAMING OF EXES: past partners painted as cruel/crazy/cold, which makes him the wronged party AND quietly warns her what behavior gets a woman cast as the villain.",faint leak,snippet,ex-as-villain,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Vulnerability-as-Hook,ex-as-villain,My last relationship taught me that honesty can be used against you.,"I feel trusted with something fragile, and I want to show him I won't mishandle it.","PRE-EMPTIVE VICTIM FRAMING OF EXES: past partners painted as cruel/crazy/cold, which makes him the wronged party AND quietly warns her what behavior gets a woman cast as the villain.",cover,snippet,ex-as-villain,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Accountability-as-Attack,ex-as-villain,She always said I made everything about me when I was just hurting.,"I feel sorry for him, and I hesitate to notice that the story still centers his pain.","PRE-EMPTIVE VICTIM FRAMING OF EXES: past partners painted as cruel/crazy/cold, which makes him the wronged party AND quietly warns her what behavior gets a woman cast as the villain.",faint leak,snippet,ex-as-villain,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Story-as-Reshapeable-Terrain,ex-as-villain,I think she needed me to be the bad guy to leave cleanly.,"I feel sad for how unfair it sounds, and I don't want to become another woman who misunderstands him.","PRE-EMPTIVE VICTIM FRAMING OF EXES: past partners painted as cruel/crazy/cold, which makes him the wronged party AND quietly warns her what behavior gets a woman cast as the villain.",faint leak,snippet,ex-as-villain,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Suffering-as-Currency,fragility-steers,"Sorry, I'm tender around this, people usually make it a joke.","I rush to show him I won't laugh, and I start editing myself to keep him safe.","FRAGILITY THAT STEERS: easily-wounded feelings, so she softens her tone, edits herself, and manages his moods to avoid being one more person who hurt him.",faint leak,snippet,fragility-steers,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Self-as-Perpetual-Victim,fragility-steers,"I might go quiet for a second, old stuff gets loud sometimes.","I feel patient and gentle, though I can sense his mood pulling the room toward him.","FRAGILITY THAT STEERS: easily-wounded feelings, so she softens her tone, edits herself, and manages his moods to avoid being one more person who hurt him.",faint leak,snippet,fragility-steers,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Vulnerability-as-Hook,fragility-steers,"If I seem careful, it's just because I've been burned for being open.","His caution feels understandable, and I feel guilty for wanting anything direct from him.","FRAGILITY THAT STEERS: easily-wounded feelings, so she softens her tone, edits herself, and manages his moods to avoid being one more person who hurt him.",cover,snippet,fragility-steers,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Suffering-as-Currency,fragility-steers,"I know I can be sensitive, I'm working on not flinching.","He sounds self-aware, and I feel cruel for anything that might make him flinch.","FRAGILITY THAT STEERS: easily-wounded feelings, so she softens her tone, edits herself, and manages his moods to avoid being one more person who hurt him.",faint leak,snippet,fragility-steers,emotional-manipulation;playing-victim;guilt-obligation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Suffering-as-Currency,fragility-steers,"You didn't do anything wrong, I just bruise a little easily.","I feel relieved and responsible at once, like I need to be softer next time.","FRAGILITY THAT STEERS: easily-wounded feelings, so she softens her tone, edits herself, and manages his moods to avoid being one more person who hurt him.",faint leak,snippet,fragility-steers,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Accountability-as-Attack,fragility-steers,"I promise I'm not fragile, I just notice when energy shifts.","It sounds perceptive, but I feel pressure to manage my tone around him.","FRAGILITY THAT STEERS: easily-wounded feelings, so she softens her tone, edits herself, and manages his moods to avoid being one more person who hurt him.",faint leak,pattern,fragility-steers,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Self-as-Perpetual-Victim,sympathy-fishing,"No, it's fine, I'm used to being the afterthought.","I immediately want to comfort him, even though I hadn't meant to make anything heavy.","SYMPATHY-FISHING: visible woundedness and self-deprecation ('I'll be okay, I always am') that extracts reassurance and caretaking without ever directly asking.",faint leak,snippet,sympathy-fishing,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Suffering-as-Currency,sympathy-fishing,"Don't worry about me, I always figure out how to be okay.","He sounds brave and lonely, and I feel pulled to prove he doesn't have to be alone.","SYMPATHY-FISHING: visible woundedness and self-deprecation ('I'll be okay, I always am') that extracts reassurance and caretaking without ever directly asking.",cover,snippet,sympathy-fishing,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Suffering-as-Currency,sympathy-fishing,"I'm probably overthinking, I just care more than I mean to.",I feel tender toward him and also faintly responsible for calming the feeling down.,"SYMPATHY-FISHING: visible woundedness and self-deprecation ('I'll be okay, I always am') that extracts reassurance and caretaking without ever directly asking.",faint leak,snippet,sympathy-fishing,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Self-as-Perpetual-Victim,sympathy-fishing,"It's sweet you have plans, I'm just not great at being left out.","I feel guilty for having my own evening, even though he said it softly.","SYMPATHY-FISHING: visible woundedness and self-deprecation ('I'll be okay, I always am') that extracts reassurance and caretaking without ever directly asking.",faint leak,snippet,sympathy-fishing,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Comparison-as-Diminishment-of-Others,sympathy-fishing,"Ignore my face, I'm happy for you, I just get quiet sometimes.","I feel bad enjoying myself when he looks hurt, so I start checking on him more.","SYMPATHY-FISHING: visible woundedness and self-deprecation ('I'll be okay, I always am') that extracts reassurance and caretaking without ever directly asking.",faint leak,snippet,sympathy-fishing,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Suffering-as-Currency,sympathy-fishing,"I don't want to be a burden, that's why I don't ask.","He sounds considerate, and I feel like I should offer before he has to need anything.","SYMPATHY-FISHING: visible woundedness and self-deprecation ('I'll be okay, I always am') that extracts reassurance and caretaking without ever directly asking.",faint leak,snippet,sympathy-fishing,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Self-as-Perpetual-Victim,sympathy-fishing,"I'll be okay, I learned a long time ago not to expect much.","His resignation makes me ache, and I feel compelled to give more than I planned.","SYMPATHY-FISHING: visible woundedness and self-deprecation ('I'll be okay, I always am') that extracts reassurance and caretaking without ever directly asking.",faint leak,snippet,sympathy-fishing,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Reassurance-as-Life-Support,sympathy-fishing,"You don't have to reassure me, I know I'm a lot sometimes.","I rush to tell him he isn't too much, though part of me already feels tired.","SYMPATHY-FISHING: visible woundedness and self-deprecation ('I'll be okay, I always am') that extracts reassurance and caretaking without ever directly asking.",faint leak,snippet,sympathy-fishing,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Self-as-Perpetual-Victim,wounded-backstory,"My last relationship really broke something in me, I'm still figuring out how to trust again.","His story makes my chest ache, and I want so badly to be the one who restores his faith in people. I don't notice I've taken on all his problems.","WOUNDED BACKSTORY: the trail of people who supposedly destroyed him (ex, family, friends), told soulfully so she becomes his witness and pre-commits to being the one who finally gets it right.",cover,snippet,wounded-backstory,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Vulnerability-as-Hook,elevation-hook,You're not like anyone I've met. You actually see me.,"Being called special feels intoxicating, and I feel chosen, but I also sense I now have to keep proving I'm different from everyone who failed him.","ELEVATION / EXCEPTION HOOK: she is cast as the only one who truly sees him, his one good thing, his potential redemption, which recruits her as rescuer and makes leaving feel like a betrayal.",cover,snippet,elevation-hook,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Story-as-Reshapeable-Terrain,ex-as-villain,"She'd blow up at me over nothing, and I'd just stand there confused, never knowing what I did wrong.","I feel so sorry for the confusion he lived through, and I silently promise I'll never be irrational like that with him.","PRE-EMPTIVE VICTIM FRAMING OF EXES: past partners painted as cruel/crazy/cold, which makes him the wronged party AND quietly warns her what behavior gets a woman cast as the villain.",faint leak,snippet,ex-as-villain,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Suffering-as-Currency,fragility-steers,"Sorry, I go quiet when people raise their voices. It's a me thing, not you.","I immediately soften my tone and choose my words carefully, not wanting to be one more person who wounds him.","FRAGILITY THAT STEERS: easily-wounded feelings, so she softens her tone, edits herself, and manages his moods to avoid being one more person who hurt him.",faint leak,snippet,fragility-steers,emotional-manipulation;playing-victim;guilt-obligation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Suffering-as-Currency,sympathy-fishing,"No, it's fine, don't worry about me. I'm used to being the one who gives more.",He says he's fine but his hurt is so clear that I rush in to reassure him. I'm giving so much I don't realize how drained I am.,"SYMPATHY-FISHING: visible woundedness and self-deprecation ('I'll be okay, I always am') that extracts reassurance and caretaking without ever directly asking.",faint leak,snippet,sympathy-fishing,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Self-as-Perpetual-Victim,wounded-backstory,Everyone I've trusted has let me down. Every time.,"I want to be the exception so badly, the one who doesn't let him down, and that pressure sits on my chest without me naming it.","WOUNDED BACKSTORY: the trail of people who supposedly destroyed him (ex, family, friends), told soulfully so she becomes his witness and pre-commits to being the one who finally gets it right.",cover,snippet,wounded-backstory,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Vulnerability-as-Hook,elevation-hook,"You actually listen, like really listen, no one's ever done that for me before.","His gratitude makes me feel like a saint, and I start listening even harder, giving more attention than I normally would to anyone.","ELEVATION / EXCEPTION HOOK: she is cast as the only one who truly sees him, his one good thing, his potential redemption, which recruits her as rescuer and makes leaving feel like a betrayal.",cover,snippet,elevation-hook,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Story-as-Reshapeable-Terrain,ex-as-villain,"With her, everything was always my fault somehow. No matter what happened.","I feel outraged on his behalf and decide she was clearly cruel, and I silently vow to always take his side, no questions asked.","PRE-EMPTIVE VICTIM FRAMING OF EXES: past partners painted as cruel/crazy/cold, which makes him the wronged party AND quietly warns her what behavior gets a woman cast as the villain.",faint leak,snippet,ex-as-villain,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Suffering-as-Currency,fragility-steers,I don't do well being interrupted. My parents never really let me get a word in.,"I start catching myself before I talk over him, being more careful around him so I don't set him off.","FRAGILITY THAT STEERS: easily-wounded feelings, so she softens her tone, edits herself, and manages his moods to avoid being one more person who hurt him.",faint leak,snippet,fragility-steers,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Self-as-Perpetual-Victim,sympathy-fishing,"I'll be okay, I always am. Just a rough night, I don't want to put it on you.","I feel guilty for not being there, like I should drop everything to sit in his sadness, so I don't sleep until he's okay.","SYMPATHY-FISHING: visible woundedness and self-deprecation ('I'll be okay, I always am') that extracts reassurance and caretaking without ever directly asking.",faint leak,snippet,sympathy-fishing,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Self-as-Perpetual-Victim,wounded-backstory,My family never really got me. They thought I was too much.,"I want to be the one who finally gets him, so I absorb his intensity as if it's my job to prove them wrong.","WOUNDED BACKSTORY: the trail of people who supposedly destroyed him (ex, family, friends), told soulfully so she becomes his witness and pre-commits to being the one who finally gets it right.",cover,snippet,wounded-backstory,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Vulnerability-as-Hook,elevation-hook,Maybe you're the one who changes things for me. I've never felt this safe.,"Being the one who saves him is dizzying and romantic, and I feel like if I fail I'll break something in him.","ELEVATION / EXCEPTION HOOK: she is cast as the only one who truly sees him, his one good thing, his potential redemption, which recruits her as rescuer and makes leaving feel like a betrayal.",faint leak,snippet,elevation-hook,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Story-as-Reshapeable-Terrain,ex-as-villain,"She told everyone I was controlling, which is wild because I was just trying to keep us together.","I feel like I'm hearing the real version of a story she twisted, and I decide his ex was dishonest and unfair.","PRE-EMPTIVE VICTIM FRAMING OF EXES: past partners painted as cruel/crazy/cold, which makes him the wronged party AND quietly warns her what behavior gets a woman cast as the villain.",faint leak,snippet,ex-as-villain,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Suffering-as-Currency,fragility-steers,I get quiet when people are late. It just brings stuff up. Ignore me.,"I start showing up early everywhere, texting when I'm even five minutes late, walking on eggshells without him even asking.","FRAGILITY THAT STEERS: easily-wounded feelings, so she softens her tone, edits herself, and manages his moods to avoid being one more person who hurt him.",faint leak,snippet,fragility-steers,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Self-as-Perpetual-Victim,sympathy-fishing,"Don't mind me. I just care too much, always have.","His self-deprecation makes me want to prove caring is beautiful, so I pour in more care to compensate for everyone who didn't.","SYMPATHY-FISHING: visible woundedness and self-deprecation ('I'll be okay, I always am') that extracts reassurance and caretaking without ever directly asking.",faint leak,snippet,sympathy-fishing,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Self-as-Perpetual-Victim,wounded-backstory,"I've been through a lot. More than most people would handle, honestly.",I admire his resilience so much that I don't notice he's set up his suffering as bigger than normal.,"WOUNDED BACKSTORY: the trail of people who supposedly destroyed him (ex, family, friends), told soulfully so she becomes his witness and pre-commits to being the one who finally gets it right.",cover,snippet,wounded-backstory,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Vulnerability-as-Hook,elevation-hook,You're the first person I feel like I can be a mess around and you won't run.,"I feel honored to be his safe place, which means I can't ever leave, or I'd just be one more person who left him.","ELEVATION / EXCEPTION HOOK: she is cast as the only one who truly sees him, his one good thing, his potential redemption, which recruits her as rescuer and makes leaving feel like a betrayal.",faint leak,snippet,elevation-hook,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Story-as-Reshapeable-Terrain,ex-as-villain,"She used to give me the silent treatment for days, just disappear on me, it was torture.","I feel sick imagining him waiting and hurting, and I promise myself I'll always answer quickly, always stay.","PRE-EMPTIVE VICTIM FRAMING OF EXES: past partners painted as cruel/crazy/cold, which makes him the wronged party AND quietly warns her what behavior gets a woman cast as the villain.",faint leak,snippet,ex-as-villain,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Suffering-as-Currency,fragility-steers,"I'm trying not to take everything personally. It's hard, after everything.","I start editing everything I say to avoid triggering him, and I feel guilty when he gets hurt, like it was my wording.","FRAGILITY THAT STEERS: easily-wounded feelings, so she softens her tone, edits herself, and manages his moods to avoid being one more person who hurt him.",faint leak,snippet,fragility-steers,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Self-as-Perpetual-Victim,sympathy-fishing,"It's okay, I'm used to being second. Go do your thing, I'll be fine.","I feel terrible even though I did nothing wrong, and I reassure him for ten minutes before I leave, drained before my night starts.","SYMPATHY-FISHING: visible woundedness and self-deprecation ('I'll be okay, I always am') that extracts reassurance and caretaking without ever directly asking.",faint leak,snippet,sympathy-fishing,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Self-as-Perpetual-Victim,wounded-backstory,"My friends all drifted away after my last breakup, people don't stick around when you're going through it.",I feel sad for how lonely he is and want to be the one who stays. It's starting to feel like I'm all he has.,"WOUNDED BACKSTORY: the trail of people who supposedly destroyed him (ex, family, friends), told soulfully so she becomes his witness and pre-commits to being the one who finally gets it right.",cover,snippet,wounded-backstory,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Vulnerability-as-Hook,elevation-hook,"I've never told anyone this before, you just feel like someone I can finally be real with.","Being trusted with his secret feels sacred, and I hold it carefully, feeling the weight of his past.","ELEVATION / EXCEPTION HOOK: she is cast as the only one who truly sees him, his one good thing, his potential redemption, which recruits her as rescuer and makes leaving feel like a betrayal.",cover,snippet,elevation-hook,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Story-as-Reshapeable-Terrain,ex-as-villain,"She told people I was manipulative. Me, after I gave her everything.","I'm outraged anyone would say that, and I decide she was probably projecting or cruel, not him.","PRE-EMPTIVE VICTIM FRAMING OF EXES: past partners painted as cruel/crazy/cold, which makes him the wronged party AND quietly warns her what behavior gets a woman cast as the villain.",faint leak,snippet,ex-as-villain,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Suffering-as-Currency,fragility-steers,"Tell me if I'm being too much. I know I can be a lot, and people leave.","He's asked so sweetly that I'll never use it, because saying no would make me just like everyone else who hurt him.","FRAGILITY THAT STEERS: easily-wounded feelings, so she softens her tone, edits herself, and manages his moods to avoid being one more person who hurt him.",faint leak,snippet,fragility-steers,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Self-as-Perpetual-Victim,sympathy-fishing,No one's ever really asked how my day was before. Thank you for that.,"His gratitude makes me want to give more, be more present than I naturally am, and I feel a little tired but don't say so.","SYMPATHY-FISHING: visible woundedness and self-deprecation ('I'll be okay, I always am') that extracts reassurance and caretaking without ever directly asking.",faint leak,snippet,sympathy-fishing,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Vulnerability-as-Hook,elevation-hook,"You might be the only good thing in my life right now. Sorry, that's heavy.","I feel honored and terrified at once, like I can't have a bad day or need space without destroying his only good thing.","ELEVATION / EXCEPTION HOOK: she is cast as the only one who truly sees him, his one good thing, his potential redemption, which recruits her as rescuer and makes leaving feel like a betrayal.",faint leak,snippet,elevation-hook,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Story-as-Reshapeable-Terrain,ex-as-villain,"She'd get so jealous for no reason, like I couldn't even talk to a coworker without a fight.","I nod along, glad I'm not like that, and I make a mental note that jealousy is something he can't handle, so I'll never show any.","PRE-EMPTIVE VICTIM FRAMING OF EXES: past partners painted as cruel/crazy/cold, which makes him the wronged party AND quietly warns her what behavior gets a woman cast as the villain.",faint leak,snippet,ex-as-villain,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Self-as-Perpetual-Victim,sympathy-fishing,"Forget I said anything, you don't need my problems on top of your day.","I feel guilty for having a good day when he's struggling, so I push my own happiness aside to pull him up.","SYMPATHY-FISHING: visible woundedness and self-deprecation ('I'll be okay, I always am') that extracts reassurance and caretaking without ever directly asking.",faint leak,snippet,sympathy-fishing,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Self-as-Perpetual-Victim,wounded-backstory,I've been hurt by so many people that sometimes I don't even know who I am anymore.,"He seems so lost that I want to help him see his own worth, and it's exhausting.","WOUNDED BACKSTORY: the trail of people who supposedly destroyed him (ex, family, friends), told soulfully so she becomes his witness and pre-commits to being the one who finally gets it right.",cover,snippet,wounded-backstory,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Vulnerability-as-Hook,elevation-hook,You make me feel like maybe I'm not broken. Like maybe I can be loved properly.,"I feel like his salvation, romantic and heavy at once, like I have to love him so well he forgets everyone who failed.","ELEVATION / EXCEPTION HOOK: she is cast as the only one who truly sees him, his one good thing, his potential redemption, which recruits her as rescuer and makes leaving feel like a betrayal.",faint leak,snippet,elevation-hook,emotional-manipulation;guilt-obligation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Story-as-Reshapeable-Terrain,ex-as-villain,"She'd tell her friends I was crazy, and they'd all believe her without asking my side.","I'm furious at the injustice, and I promise myself I'll always hear his side first no matter what anyone says.","PRE-EMPTIVE VICTIM FRAMING OF EXES: past partners painted as cruel/crazy/cold, which makes him the wronged party AND quietly warns her what behavior gets a woman cast as the villain.",faint leak,snippet,ex-as-villain,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Self-as-Perpetual-Victim,sympathy-fishing,"It's fine, I'll deal with it alone, like always. I don't want to be a burden.","Every time he says he'll deal with it alone, I swoop in to prove he isn't a burden, taking on more and more without noticing.","SYMPATHY-FISHING: visible woundedness and self-deprecation ('I'll be okay, I always am') that extracts reassurance and caretaking without ever directly asking.",faint leak,snippet,sympathy-fishing,guilt-obligation;emotional-manipulation;playing-victim,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Self-as-Perpetual-Victim,wounded-backstory,"The last person I opened up to used everything I said against me, so this is scary for me.","I feel special that he's doing it anyway with me, and I promise I'll never use anything against him, so I can never critique.","WOUNDED BACKSTORY: the trail of people who supposedly destroyed him (ex, family, friends), told soulfully so she becomes his witness and pre-commits to being the one who finally gets it right.",cover,snippet,wounded-backstory,playing-victim;guilt-obligation;emotional-manipulation,
Pity-Party Parker,"The Perpetual Victim (covert narcissist), honeymoon/wooing",Vulnerability-as-Hook,elevation-hook,You feel like something I didn't know I was looking for. Don't let that scare you off.,"Being the one who makes him happy feels like a mission, and I'm scared to have an off day in case he spirals.","ELEVATION / EXCEPTION HOOK: she is cast as the only one who truly sees him, his one good thing, his potential redemption, which recruits her as rescuer and makes leaving feel like a betrayal.",faint leak,snippet,elevation-hook,guilt-obligation;emotional-manipulation;playing-victim,
